epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
14,175.833,0.52768,0.82012,0.53021,1.0627,0.62069,0.58807,0.49066,0.30546,0.74511,0.47122,0.49479,0.32738,1.20545,2.2036,1.90809,1.70349,0.00135544,0.00135544,0.00135544
15,188.054,0.54331,0.83302,0.54461,1.0813,0.71564,0.56218,0.53285,0.36101,0.71582,0.57023,0.54777,0.38784,1.09962,2.1146,1.60451,1.59167,0.00134978,0.00134978,0.00134978
16,200.341,0.53806,0.87057,0.5152,1.06086,0.72685,0.66363,0.68298,0.47691,0.72281,0.67123,0.67192,0.45473,1.08066,2.05513,1.34091,1.52355,0.00134412,0.00134412,0.00134412
17,212.015,0.52369,0.77881,0.51849,1.04935,0.71411,0.71557,0.68351,0.46754,0.69316,0.71386,0.6695,0.44067,1.03481,1.9955,1.27099,1.45472,0.00133846,0.00133846,0.00133846
18,224.27,0.52462,0.79331,0.51529,1.04379,0.70373,0.69151,0.6543,0.42657,0.70292,0.70121,0.6651,0.43231,1.14083,2.2222,1.31374,1.62351,0.0013328,0.0013328,0.0013328
19,236.356,0.5041,0.80701,0.50965,1.04684,0.64272,0.65835,0.58456,0.37725,0.6447,0.66106,0.58896,0.38782,1.1386,2.18224,1.4656,1.57639,0.00132714,0.00132714,0.00132714
20,247.945,0.52174,0.80357,0.52753,1.04402,0.64931,0.6454,0.61832,0.39066,0.63258,0.63932,0.60335,0.41836,1.16542,2.18385,1.41034,1.5796,0.00132148,0.00132148,0.00132148
21,260.193,0.52172,0.81862,0.51118,1.05479,0.54823,0.63401,0.56145,0.35919,0.60087,0.53235,0.55256,0.36781,1.1582,2.07215,1.53945,1.52915,0.00131582,0.00131582,0.00131582
22,271.63,0.53864,0.8492,0.5516,1.06642,0.3937,0.57959,0.45299,0.2853,0.41951,0.58024,0.47718,0.31033,1.23439,2.30015,1.7446,1.59031,0.00131016,0.00131016,0.00131016
23,282.679,0.51861,0.78952,0.51837,1.04472,0.61219,0.6179,0.56066,0.37668,0.62173,0.61716,0.56913,0.38889,1.11224,2.29698,1.5761,1.52046,0.00130451,0.00130451,0.00130451
24,294.597,0.52692,0.76094,0.51486,1.05291,0.66359,0.59804,0.56339,0.36655,0.65819,0.58925,0.58093,0.37935,1.06988,2.42108,1.56345,1.54354,0.00129885,0.00129885,0.00129885
25,305.982,0.52229,0.78473,0.50488,1.0419,0.66898,0.60799,0.60551,0.395,0.70833,0.62145,0.62155,0.41673,1.19286,2.38236,1.40441,1.68679,0.00129319,0.00129319,0.00129319
26,317.501,0.54453,0.80513,0.51059,1.07494,0.62012,0.52656,0.54348,0.35301,0.61781,0.51777,0.53625,0.36084,1.1691,2.52679,1.58265,1.61235,0.00128753,0.00128753,0.00128753
27,328.723,0.50413,0.71416,0.48693,1.04696,0.5856,0.61357,0.57916,0.39148,0.58421,0.60976,0.57035,0.40553,1.08778,2.16796,1.45384,1.50802,0.00128187,0.00128187,0.00128187
28,341.324,0.5096,0.73239,0.49491,1.03953,0.76724,0.45405,0.55976,0.35946,0.77262,0.45903,0.56087,0.38386,1.2337,2.25956,1.70953,1.62988,0.00127621,0.00127621,0.00127621
29,352.472,0.52974,0.77285,0.50757,1.06383,0.61036,0.68028,0.64956,0.43169,0.62818,0.68318,0.64318,0.40182,1.11997,2.57445,1.42407,1.49949,0.00127055,0.00127055,0.00127055
30,363.996,0.51803,0.76431,0.51667,1.05916,0.70054,0.53787,0.60522,0.38137,0.68874,0.51215,0.59039,0.39002,1.21266,2.57129,1.52557,1.59833,0.00126489,0.00126489,0.00126489
31,375.438,0.49896,0.74813,0.48523,1.03861,0.73993,0.66502,0.7015,0.48809,0.73012,0.6655,0.69198,0.47739,1.06142,2.18709,1.19251,1.53139,0.00125923,0.00125923,0.00125923
32,386.96,0.48758,0.70914,0.47644,1.03004,0.69554,0.66239,0.67588,0.4703,0.73606,0.6435,0.66312,0.45485,1.06407,2.39708,1.20281,1.51915,0.00125358,0.00125358,0.00125358
33,397.944,0.47789,0.72875,0.46687,1.0198,0.63428,0.6169,0.62176,0.41034,0.67475,0.5938,0.61565,0.44121,1.14305,2.18827,1.43029,1.56412,0.00124792,0.00124792,0.00124792
34,410.719,0.50719,0.75907,0.49078,1.0521,0.6585,0.64429,0.64416,0.43332,0.63184,0.68505,0.63444,0.42349,1.11069,2.18568,1.34817,1.52226,0.00124226,0.00124226,0.00124226
35,422.279,0.50827,0.74789,0.4946,1.05544,0.67339,0.71349,0.68053,0.47008,0.66343,0.7061,0.68125,0.47432,1.08891,1.88058,1.29986,1.5402,0.0012366,0.0012366,0.0012366
36,433.735,0.50459,0.77704,0.48342,1.04155,0.68008,0.65845,0.68458,0.49347,0.71552,0.68178,0.70418,0.49421,1.00492,2.13035,1.2478,1.42296,0.00123094,0.00123094,0.00123094
37,445.107,0.49844,0.72009,0.48316,1.04314,0.65182,0.64932,0.70216,0.47214,0.70254,0.66226,0.70105,0.47102,1.07942,2.31599,1.18743,1.53322,0.00122528,0.00122528,0.00122528
38,456.437,0.50646,0.74918,0.47308,1.03934,0.6209,0.6711,0.68384,0.46823,0.75073,0.60012,0.67915,0.49419,1.0603,2.03784,1.41661,1.51256,0.00121962,0.00121962,0.00121962
39,467.245,0.51444,0.76977,0.48237,1.04093,0.70949,0.62175,0.6861,0.46036,0.72499,0.62082,0.66895,0.48689,1.11374,1.98498,1.3338,1.56913,0.00121396,0.00121396,0.00121396
40,478.638,0.50512,0.74166,0.48468,1.03867,0.63133,0.55344,0.60857,0.43429,0.70759,0.56069,0.63443,0.44234,1.11092,2.20327,1.44154,1.55632,0.00120831,0.00120831,0.00120831
41,489.967,0.48078,0.72875,0.4674,1.01807,0.64852,0.58232,0.56639,0.35735,0.64147,0.60757,0.57791,0.39771,1.17936,2.32412,1.56936,1.61227,0.00120265,0.00120265,0.00120265
42,501.394,0.4902,0.75312,0.47426,1.02283,0.59296,0.5405,0.59276,0.39901,0.64142,0.56546,0.62782,0.43515,1.05763,2.01481,1.45322,1.51892,0.00119699,0.00119699,0.00119699
43,512.612,0.48532,0.74672,0.48499,1.02939,0.66578,0.61003,0.66529,0.42263,0.67921,0.66604,0.71337,0.47612,1.15307,1.89963,1.26104,1.57223,0.00119133,0.00119133,0.00119133
44,523.487,0.49621,0.76996,0.48097,1.03272,0.7021,0.62549,0.67645,0.46727,0.73793,0.64278,0.6942,0.50227,1.07053,1.91161,1.32441,1.50337,0.00118567,0.00118567,0.00118567
45,535.05,0.48036,0.73862,0.4506,1.02526,0.58065,0.70214,0.64857,0.42985,0.75912,0.56432,0.67065,0.45917,1.11395,2.2096,1.40214,1.52876,0.00118001,0.00118001,0.00118001
46,547.509,0.47199,0.73359,0.46591,1.01136,0.67296,0.62199,0.62943,0.43202,0.67565,0.63245,0.64792,0.45988,1.01005,1.96427,1.33858,1.44737,0.00117435,0.00117435,0.00117435
47,558.891,0.46878,0.73258,0.45617,1.02614,0.67883,0.61628,0.65686,0.47031,0.68899,0.61725,0.6655,0.47466,1.04411,2.08399,1.35683,1.46147,0.00116869,0.00116869,0.00116869
48,570.341,0.47623,0.70766,0.45738,1.01783,0.66983,0.66307,0.66313,0.49201,0.70629,0.67884,0.68574,0.49063,0.98876,1.90243,1.31102,1.4133,0.00116303,0.00116303,0.00116303
49,581.26,0.47268,0.72423,0.45677,1.0253,0.6139,0.63095,0.63925,0.46717,0.62108,0.63766,0.65518,0.48418,0.9684,2.01259,1.38884,1.37564,0.00115738,0.00115738,0.00115738
50,592.38,0.44919,0.70085,0.44295,0.99395,0.72755,0.61323,0.68229,0.50738,0.73134,0.63034,0.68895,0.5004,0.97016,2.00385,1.1907,1.35691,0.00115172,0.00115172,0.00115172
51,603.86,0.46327,0.69908,0.43369,1.00516,0.6728,0.70221,0.69307,0.49186,0.68363,0.71323,0.69094,0.46811,1.01806,2.12039,1.14118,1.47652,0.00114606,0.00114606,0.00114606
