epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
126,1600.74,0.38349,0.64388,0.37436,0.96346,0.6331,0.67628,0.69141,0.52408,0.65162,0.69571,0.703,0.54395,0.91362,1.95008,1.21981,1.36429,0.000250075,0.000250075,0.000250075
127,1612.24,0.39691,0.60436,0.3782,0.98776,0.75575,0.60897,0.69649,0.54053,0.67087,0.67533,0.71544,0.55103,0.89303,1.93177,1.2309,1.33222,0.000240644,0.000240644,0.000240644
128,1624.3,0.38398,0.5528,0.37017,0.9768,0.72235,0.70027,0.71772,0.55849,0.72662,0.707,0.7188,0.56026,0.87729,1.93313,1.20498,1.30386,0.000231212,0.000231212,0.000231212
129,1637.08,0.39781,0.56618,0.37491,0.97521,0.73199,0.66858,0.71598,0.54937,0.72952,0.66653,0.71971,0.56128,0.87227,1.85455,1.21887,1.30827,0.000221781,0.000221781,0.000221781
130,1650.13,0.37766,0.53889,0.3614,0.97079,0.76597,0.63635,0.71405,0.54049,0.76582,0.63767,0.71133,0.55516,0.87933,1.83061,1.2195,1.32767,0.000212349,0.000212349,0.000212349
131,1662.3,0.40421,0.61323,0.38149,0.98917,0.72935,0.64921,0.70329,0.52703,0.73187,0.64513,0.71617,0.54314,0.8736,1.82536,1.19967,1.32299,0.000202918,0.000202918,0.000202918
132,1674.74,0.37237,0.52071,0.35558,0.95799,0.6903,0.66879,0.70477,0.52994,0.71539,0.67018,0.71501,0.53762,0.89377,1.97054,1.14945,1.3317,0.000193487,0.000193487,0.000193487
133,1685.99,0.37513,0.54286,0.34976,0.97482,0.66035,0.70534,0.70246,0.52752,0.7421,0.64437,0.70913,0.53064,0.88552,2.01427,1.15566,1.33469,0.000184055,0.000184055,0.000184055
134,1697.88,0.3765,0.57787,0.35836,0.9673,0.64687,0.72555,0.70053,0.52275,0.66201,0.72713,0.71072,0.54371,0.8782,1.88675,1.16773,1.32548,0.000174624,0.000174624,0.000174624
135,1710.42,0.36793,0.5344,0.35192,0.94965,0.74014,0.65066,0.69324,0.52269,0.74261,0.64199,0.70659,0.54375,0.85287,1.81232,1.18429,1.30853,0.000165192,0.000165192,0.000165192
136,1724.33,0.36508,0.54275,0.34044,0.9601,0.71729,0.64652,0.70409,0.53958,0.747,0.65029,0.71528,0.55169,0.85683,1.79062,1.1532,1.31565,0.000155761,0.000155761,0.000155761
137,1737.58,0.36985,0.55211,0.34544,0.97331,0.78749,0.59349,0.6945,0.53358,0.77945,0.63459,0.71421,0.54988,0.86372,1.74038,1.13075,1.32989,0.00014633,0.00014633,0.00014633
138,1750.38,0.38245,0.59715,0.36237,0.97907,0.79154,0.60301,0.6942,0.5315,0.79276,0.59896,0.71564,0.54718,0.86077,1.70468,1.1576,1.31214,0.000136898,0.000136898,0.000136898
139,1763.19,0.36063,0.50607,0.34162,0.96052,0.75728,0.58673,0.69372,0.5389,0.68353,0.64981,0.71671,0.55346,0.88179,1.72598,1.18492,1.32794,0.000127467,0.000127467,0.000127467
140,1774.68,0.38348,0.53907,0.36212,0.97728,0.69792,0.63583,0.69046,0.53797,0.69792,0.63583,0.70982,0.55444,0.90422,1.67474,1.19714,1.34639,0.000118035,0.000118035,0.000118035
141,1790.02,0.36973,0.54704,0.6441,1.02152,0.78735,0.54107,0.64013,0.49529,0.78764,0.54134,0.64446,0.50848,0.91108,1.7422,1.30189,1.34856,0.000108604,0.000108604,0.000108604
142,1800.98,0.35105,0.48983,0.40159,0.99244,0.71196,0.51852,0.58561,0.44017,0.71802,0.52447,0.58884,0.46603,0.92523,1.85346,1.40625,1.37194,9.91726e-05,9.91726e-05,9.91726e-05
143,1812.35,0.33451,0.46402,0.37105,0.99285,0.6807,0.52459,0.59839,0.45519,0.74557,0.50776,0.59597,0.4698,0.90852,1.83279,1.38522,1.35991,8.97412e-05,8.97412e-05,8.97412e-05
144,1823.75,0.32992,0.44796,0.34,0.97903,0.6565,0.55835,0.62807,0.49387,0.6565,0.55835,0.62405,0.49555,0.87456,1.92022,1.34495,1.34725,8.03098e-05,8.03098e-05,8.03098e-05
145,1835.92,0.32428,0.46665,0.33402,0.97253,0.80419,0.54403,0.64914,0.51447,0.81014,0.54944,0.64593,0.51796,0.84561,1.88566,1.30508,1.31698,7.08784e-05,7.08784e-05,7.08784e-05
146,1846.4,0.31617,0.44102,0.32375,0.97781,0.77149,0.54008,0.66773,0.5288,0.77414,0.53666,0.68437,0.53412,0.85028,1.81566,1.31716,1.32685,6.1447e-05,6.1447e-05,6.1447e-05
147,1858.57,0.31653,0.4473,0.31775,0.99237,0.61785,0.65792,0.66595,0.52773,0.63417,0.66468,0.68706,0.53003,0.85666,1.78709,1.28495,1.33529,5.20156e-05,5.20156e-05,5.20156e-05
148,1869.86,0.30969,0.4816,0.31754,0.95768,0.7019,0.64371,0.68357,0.54436,0.70806,0.65758,0.70364,0.54739,0.85585,1.79276,1.20855,1.35217,4.25842e-05,4.25842e-05,4.25842e-05
149,1881.95,0.32164,0.45862,0.32252,0.97403,0.73234,0.62342,0.69321,0.54967,0.72425,0.65308,0.71165,0.55366,0.85291,1.80696,1.15591,1.3465,3.31528e-05,3.31528e-05,3.31528e-05
150,1892.28,0.28892,0.40213,0.29935,0.94734,0.70882,0.63492,0.69942,0.55471,0.72365,0.65535,0.71586,0.5567,0.85343,1.82365,1.15363,1.35369,2.37214e-05,2.37214e-05,2.37214e-05
